step,action,action_feedback,avg_execution_time,cpu,episode,episodic_reward,mean_reward,mem,n-step_reward,replicas,requests,throughput
1785,-1.0,1.0,0.003000000026077032,0.003599999938160181,133.0,,,0.1607999950647354,7466.06005859375,13.0,1.0,100.0
1786,-1.0,1.0,0.6050000190734863,0.020899999886751175,133.0,,,0.1678999960422516,7472.10986328125,12.0,9.0,100.0
1787,2.0,1.0,2.25,0.03909999877214432,133.0,,,0.16099999845027924,7460.25,14.0,4.0,100.0
1788,-1.0,1.0,0.0,0.003599999938160181,133.0,,,0.16439999639987946,7466.10009765625,13.0,0.0,100.0
1789,-1.0,1.0,0.3659999966621399,0.01899999938905239,133.0,,,0.1873999983072281,7472.330078125,12.0,12.0,100.0
1790,-1.0,1.0,0.003000000026077032,0.017500000074505806,134.0,,,0.1687999963760376,7477.330078125,11.0,2.0,100.0
1791,1.0,1.0,0.003000000026077032,0.02759999968111515,134.0,,,0.16449999809265137,7472.14990234375,12.0,1.0,100.0
1792,2.0,1.0,0.0,0.04470000043511391,134.0,,,0.15809999406337738,7460.27978515625,14.0,0.0,100.0
1793,0.0,0.0,0.0,0.04470000043511391,134.0,,,0.15809999406337738,-100.0,14.0,0.0,100.0
1794,2.0,1.0,0.5889999866485596,0.032499998807907104,134.0,,,0.15610000491142273,7446.10986328125,16.0,14.0,100.0
1795,1.0,1.0,0.0,0.0215000007301569,134.0,,,0.15639999508857727,7438.22021484375,17.0,0.0,100.0
1796,0.0,0.0,0.0,0.0215000007301569,134.0,,,0.15639999508857727,-100.0,17.0,0.0,100.0
1797,1.0,1.0,0.0,0.016300000250339508,134.0,,,0.15449999272823334,7429.8798828125,18.0,0.0,100.0
1798,1.0,1.0,0.0020000000949949026,0.015599999576807022,134.0,,,0.15279999375343323,7421.10009765625,19.0,3.0,100.0
1799,2.0,1.0,1.0809999704360962,0.06639999896287918,134.0,,,0.1526000052690506,6959.490234375,21.0,34.0,97.0
1800,-1.0,1.0,0.0020000000949949026,0.0035000001080334187,135.0,,,0.15850000083446503,7411.77978515625,20.0,1.0,100.0
1801,-1.0,1.0,0.3400000035762787,0.003800000064074993,135.0,,,0.1607999950647354,7421.06005859375,19.0,4.0,100.0
1802,-2.0,1.0,0.777999997138977,0.024700000882148743,135.0,,,0.1704999953508377,7438.43994140625,17.0,9.0,100.0
1803,2.0,1.0,2.2100000381469727,0.018300000578165054,135.0,,,0.16050000488758087,7421.240234375,19.0,1.0,100.0
1804,1.0,1.0,0.004000000189989805,0.019600000232458115,135.0,,,0.1606999933719635,7412.0,20.0,1.0,100.0
1805,0.0,0.0,0.004000000189989805,0.019600000232458115,135.0,,,0.1606999933719635,-100.0,20.0,1.0,100.0
1806,-1.0,1.0,0.0020000000949949026,0.003700000001117587,135.0,,,0.16300000250339508,7421.080078125,19.0,1.0,100.0
1807,2.0,1.0,0.0,0.0038999998942017555,135.0,,,0.15889999270439148,7402.0400390625,21.0,0.0,100.0
1808,0.0,0.0,0.0,0.0038999998942017555,135.0,,,0.15889999270439148,-100.0,21.0,0.0,100.0
1809,-2.0,1.0,1.1039999723434448,0.02759999968111515,135.0,,,0.16830000281333923,7421.4501953125,19.0,13.0,100.0
1810,1.0,1.0,2.4800000190734863,0.015699999406933784,136.0,,,0.1615999937057495,7411.97021484375,20.0,1.0,100.0
1811,2.0,1.0,0.0,0.025200000032782555,136.0,,,0.15800000727176666,7392.0400390625,22.0,0.0,100.0
1812,2.0,1.0,0.9750000238418579,0.0038999998942017555,136.0,,,0.15479999780654907,7369.72998046875,24.0,9.0,100.0
1813,1.0,0.0,0.9750000238418579,0.0038999998942017555,136.0,,,0.15479999780654907,-100.0,24.0,9.0,100.0
1814,-1.0,1.0,0.6539999842643738,0.02070000022649765,136.0,,,0.1607999950647354,7381.27001953125,23.0,9.0,100.0
1815,-2.0,1.0,0.0020000000949949026,0.003700000001117587,136.0,,,0.16030000150203705,7402.0498046875,21.0,1.0,100.0
1816,-2.0,1.0,0.0020000000949949026,0.003599999938160181,136.0,,,0.16439999639987946,7421.10009765625,19.0,3.0,100.0
1817,2.0,1.0,0.9800000190734863,0.047200001776218414,136.0,,,0.18039999902248383,7402.83984375,21.0,34.0,100.0
1818,-1.0,1.0,0.0,0.03060000017285347,136.0,,,0.16439999639987946,7412.18994140625,20.0,0.0,100.0
1819,-1.0,1.0,0.3889999985694885,0.01489999983459711,136.0,,,0.16899999976158142,7421.2998046875,19.0,15.0,100.0
1820,1.0,1.0,0.0,0.018799999728798866,137.0,,,0.16680000722408295,7412.06982421875,20.0,0.0,100.0
1821,2.0,1.0,1.100000023841858,0.007400000002235174,137.0,,,0.16249999403953552,7391.8701171875,22.0,1.0,100.0
1822,2.0,1.0,0.003000000026077032,0.01810000091791153,137.0,,,0.15929999947547913,7369.97021484375,24.0,1.0,100.0
1823,1.0,0.0,0.003000000026077032,0.01810000091791153,137.0,,,0.15929999947547913,-100.0,24.0,1.0,100.0
1824,1.0,0.0,0.003000000026077032,0.01810000091791153,137.0,,,0.15929999947547913,-100.0,24.0,1.0,100.0
1825,-1.0,1.0,0.004999999888241291,0.003700000001117587,137.0,,,0.16140000522136688,7381.06005859375,23.0,4.0,100.0
1826,-1.0,1.0,1.899999976158142,0.019500000402331352,137.0,,,0.16509999334812164,7392.06005859375,22.0,9.0,100.0
1827,1.0,1.0,0.9810000061988831,0.02290000021457672,137.0,,,0.1647000014781952,7381.33984375,23.0,3.0,100.0
1828,0.0,0.0,0.9810000061988831,0.02290000021457672,137.0,,,0.1647000014781952,-100.0,23.0,3.0,100.0
1829,0.0,0.0,0.9810000061988831,0.02290000021457672,137.0,,,0.1647000014781952,-100.0,23.0,3.0,100.0
1830,1.0,1.0,3.2300000190734863,0.007199999876320362,137.0,,,0.1665000021457672,7369.919921875,24.0,1.0,100.0
1831,2.0,0.0,3.2300000190734863,0.007199999876320362,137.0,,,0.1665000021457672,-100.0,24.0,1.0,100.0
1832,2.0,0.0,3.2300000190734863,0.007199999876320362,137.0,,,0.1665000021457672,-100.0,24.0,1.0,100.0
1833,0.0,0.0,3.2300000190734863,0.007199999876320362,137.0,,,0.1665000021457672,-100.0,24.0,1.0,100.0
1834,1.0,0.0,3.2300000190734863,0.007199999876320362,137.0,,,0.1665000021457672,-100.0,24.0,1.0,100.0
1835,2.0,0.0,3.2300000190734863,0.007199999876320362,137.0,,,0.1665000021457672,-100.0,24.0,1.0,100.0
1836,0.0,0.0,3.2300000190734863,0.007199999876320362,137.0,,,0.1665000021457672,-100.0,24.0,1.0,100.0
1837,-2.0,1.0,1.1019999980926514,0.009399999864399433,137.0,,,0.1662999987602234,7391.9501953125,22.0,7.0,100.0
1838,-2.0,1.0,1.156999945640564,0.015300000086426735,137.0,,,0.16840000450611115,7412.0498046875,20.0,8.0,100.0
1839,-2.0,1.0,0.0,0.007799999788403511,137.0,,,0.16869999468326569,7429.9599609375,18.0,0.0,100.0
1840,1.0,1.0,0.0,0.017999999225139618,138.0,,,0.16609999537467957,7421.2998046875,19.0,0.0,100.0
1841,-1.0,1.0,6.3460001945495605,0.006899999920278788,138.0,,,0.17579999566078186,7430.02978515625,18.0,1.0,100.0
1842,0.0,0.0,6.3460001945495605,0.006899999920278788,138.0,,,0.17579999566078186,-100.0,18.0,1.0,100.0
1843,-2.0,1.0,1.9279999732971191,0.003700000001117587,138.0,,,0.16859999299049377,7445.89990234375,16.0,2.0,100.0
1844,0.0,0.0,1.9279999732971191,0.003700000001117587,138.0,,,0.16859999299049377,-100.0,16.0,2.0,100.0
1845,-2.0,1.0,0.5379999876022339,0.019500000402331352,138.0,,,0.1754000037908554,7460.18994140625,14.0,16.0,100.0
1846,-2.0,1.0,1.340000033378601,0.12219999730587006,138.0,,,0.17679999768733978,7473.490234375,12.0,27.0,100.0
1847,2.0,1.0,0.0020000000949949026,0.03869999945163727,138.0,,,0.16200000047683716,7460.259765625,14.0,1.0,100.0
1848,-2.0,1.0,0.8379999995231628,0.004100000020116568,138.0,,,0.16940000653266907,7471.919921875,12.0,4.0,100.0
1849,-1.0,1.0,0.3700000047683716,0.004699999932199717,138.0,,,0.1696999967098236,7477.18017578125,11.0,7.0,100.0
1850,-2.0,1.0,0.003000000026077032,0.026200000196695328,139.0,,,0.16990000009536743,7486.4501953125,9.0,1.0,100.0
1851,2.0,1.0,0.0,0.03449999913573265,139.0,,,0.16060000658035278,7477.43994140625,11.0,0.0,100.0
1852,-1.0,1.0,2.691999912261963,0.024399999529123306,139.0,,,0.1648000031709671,7482.1201171875,10.0,1.0,100.0
1853,-1.0,1.0,1.350000023841858,0.017999999225139618,139.0,,,0.16949999332427979,7486.33984375,9.0,1.0,100.0
1854,-2.0,1.0,0.5889999866485596,0.05180000141263008,139.0,,,0.16990000009536743,7493.77001953125,7.0,9.0,100.0
1855,-1.0,1.0,1.3849999904632568,0.06499999761581421,139.0,,,0.16990000009536743,7496.68994140625,6.0,6.0,100.0
1856,1.0,1.0,0.013000000268220901,0.05139999836683273,139.0,,,0.16329999268054962,7493.68017578125,7.0,1.0,100.0
1857,0.0,0.0,0.013000000268220901,0.05139999836683273,139.0,,,0.16329999268054962,-100.0,7.0,1.0,100.0
1858,1.0,1.0,0.29899999499320984,0.04520000144839287,139.0,,,0.1582999974489212,7490.2900390625,8.0,15.0,100.0
1859,-1.0,1.0,1.1610000133514404,0.02879999950528145,139.0,,,0.16349999606609344,7493.39990234375,7.0,3.0,100.0
1860,2.0,1.0,1.3990000486373901,0.04639999940991402,140.0,,,0.1582999974489212,7486.56005859375,9.0,1.0,100.0
1861,-1.0,1.0,0.6150000095367432,0.004100000020116568,140.0,,,0.1581999957561493,7489.77978515625,8.0,25.0,100.0
1862,2.0,1.0,2.546999931335449,0.18039999902248383,140.0,,,0.16279999911785126,7484.0400390625,10.0,18.0,100.0
1863,1.0,1.0,1.024999976158142,0.06620000302791595,140.0,,,0.15889999270439148,7477.81005859375,11.0,13.0,100.0
1864,2.0,1.0,1.4220000505447388,0.053199999034404755,140.0,,,0.1598999947309494,7466.66015625,13.0,2.0,100.0
1865,-1.0,1.0,0.0,0.006300000008195639,140.0,,,0.15970000624656677,7471.81982421875,12.0,0.0,100.0
1866,2.0,1.0,0.8690000176429749,0.06030000001192093,140.0,,,0.16410000622272491,7460.56005859375,14.0,15.0,100.0
1867,1.0,1.0,0.0,0.031199999153614044,140.0,,,0.15760000050067902,7453.35986328125,15.0,0.0,100.0
1868,0.0,0.0,0.0,0.031199999153614044,140.0,,,0.15760000050067902,-100.0,15.0,0.0,100.0
1869,-1.0,1.0,0.0,0.004000000189989805,140.0,,,0.16089999675750732,7459.81005859375,14.0,0.0,100.0
1870,0.0,0.0,0.0,0.004000000189989805,141.0,,,0.16089999675750732,-100.0,14.0,0.0,100.0
1871,1.0,1.0,1.7769999504089355,0.04729999974370003,141.0,,,0.1582999974489212,7453.56982421875,15.0,13.0,100.0
1872,2.0,1.0,3.680999994277954,0.08500000089406967,141.0,,,0.15839999914169312,7439.0400390625,17.0,2.0,100.0
1873,0.0,0.0,3.680999994277954,0.08500000089406967,141.0,,,0.15839999914169312,-100.0,17.0,2.0,100.0
1874,-1.0,1.0,0.0,0.003800000064074993,141.0,,,0.16120000183582306,7445.81005859375,16.0,0.0,100.0
1875,2.0,1.0,1.9500000476837158,0.024299999698996544,141.0,,,0.16169999539852142,7430.080078125,18.0,1.0,100.0
1876,-2.0,1.0,0.9330000281333923,0.010999999940395355,141.0,,,0.16750000417232513,7445.97998046875,16.0,28.0,100.0
1877,0.0,0.0,0.9330000281333923,0.010999999940395355,141.0,,,0.16750000417232513,-100.0,16.0,28.0,100.0
1878,0.0,0.0,0.9330000281333923,0.010999999940395355,141.0,,,0.16750000417232513,-100.0,16.0,28.0,100.0
1879,-2.0,1.0,0.2290000021457672,0.03099999949336052,141.0,,,0.16760000586509705,7460.22998046875,14.0,12.0,100.0
1880,1.0,1.0,0.14000000059604645,0.02710000053048134,142.0,,,0.1648000031709671,7453.39990234375,15.0,12.0,100.0
1881,-1.0,1.0,1.8209999799728394,0.052000001072883606,142.0,,,0.1746000051498413,7460.580078125,14.0,4.0,100.0
1882,-2.0,1.0,0.0020000000949949026,0.0038999998942017555,142.0,,,0.1688999980688095,7471.91015625,12.0,1.0,100.0
1883,-1.0,1.0,0.0020000000949949026,0.0038999998942017555,142.0,,,0.16920000314712524,7477.16015625,11.0,1.0,100.0
1884,-2.0,1.0,0.0020000000949949026,0.004100000020116568,142.0,,,0.16979999840259552,7486.169921875,9.0,1.0,100.0
1885,-1.0,1.0,0.375,0.02319999970495701,142.0,,,0.1703999936580658,7490.169921875,8.0,15.0,100.0
1886,2.0,1.0,0.0,0.0575999990105629,142.0,,,0.16019999980926514,7482.47021484375,10.0,0.0,100.0
1887,2.0,1.0,0.0,0.04569999873638153,142.0,,,0.15330000221729279,7472.240234375,12.0,0.0,100.0
1888,1.0,1.0,0.8690000176429749,0.03929999843239784,142.0,,,0.1509999930858612,7466.3798828125,13.0,15.0,100.0
1889,1.0,1.0,0.003000000026077032,0.042100001126527786,142.0,,,0.1550000011920929,7460.2099609375,14.0,2.0,100.0
1890,1.0,1.0,0.013000000268220901,0.016899999231100082,143.0,,,0.15279999375343323,7453.1201171875,15.0,1.0,100.0
1891,2.0,1.0,0.5460000038146973,0.032099999487400055,143.0,,,0.149399995803833,7438.27001953125,17.0,26.0,100.0
1892,-1.0,1.0,1.9609999656677246,0.10649999976158142,143.0,,,0.1704999953508377,7447.2099609375,16.0,18.0,100.0
1893,0.0,0.0,1.9609999656677246,0.10649999976158142,143.0,,,0.1704999953508377,-100.0,16.0,18.0,100.0
1894,2.0,1.0,0.9779999852180481,0.06019999831914902,143.0,,,0.15710000693798065,7430.47021484375,18.0,14.0,100.0
1895,0.0,0.0,0.9779999852180481,0.06019999831914902,143.0,,,0.15710000693798065,-100.0,18.0,14.0,100.0
1896,1.0,1.0,0.003000000026077032,0.01850000023841858,143.0,,,0.15549999475479126,7421.18017578125,19.0,1.0,100.0
1897,1.0,1.0,0.003000000026077032,0.01489999983459711,143.0,,,0.15379999577999115,7411.85986328125,20.0,2.0,100.0
1898,1.0,1.0,0.7390000224113464,0.013399999588727951,143.0,,,0.15240000188350677,7402.06982421875,21.0,12.0,100.0
1899,1.0,1.0,0.003000000026077032,0.021400000900030136,143.0,,,0.15320000052452087,7391.93017578125,22.0,2.0,100.0
1900,-1.0,1.0,0.0020000000949949026,0.004000000189989805,144.0,,,0.15520000457763672,7401.990234375,21.0,1.0,100.0
1901,2.0,1.0,0.003000000026077032,0.014000000432133675,144.0,,,0.15369999408721924,7381.10009765625,23.0,3.0,100.0
1902,2.0,0.0,0.003000000026077032,0.014000000432133675,144.0,,,0.15369999408721924,-100.0,23.0,3.0,100.0
1903,2.0,0.0,0.003000000026077032,0.014000000432133675,144.0,,,0.15369999408721924,-100.0,23.0,3.0,100.0
1904,1.0,1.0,0.7229999899864197,0.026599999517202377,144.0,,,0.15279999375343323,7369.990234375,24.0,10.0,100.0
1905,-1.0,1.0,0.003000000026077032,0.004000000189989805,144.0,,,0.15620000660419464,7381.0,23.0,1.0,100.0
1906,1.0,1.0,0.0020000000949949026,0.014499999582767487,144.0,,,0.15479999780654907,7369.8701171875,24.0,1.0,100.0
1907,-1.0,1.0,0.6489999890327454,0.018400000408291817,144.0,,,0.16019999980926514,7381.22998046875,23.0,34.0,100.0
1908,0.0,0.0,0.6489999890327454,0.018400000408291817,144.0,,,0.16019999980926514,-100.0,23.0,34.0,100.0
1909,0.0,0.0,0.6489999890327454,0.018400000408291817,144.0,,,0.16019999980926514,-100.0,23.0,34.0,100.0
1910,-2.0,1.0,1.3070000410079956,0.02329999953508377,144.0,,,0.1639000028371811,7402.33984375,21.0,3.0,100.0
1911,-2.0,1.0,0.9039999842643738,0.003700000001117587,144.0,,,0.16599999368190765,7421.1201171875,19.0,3.0,100.0
1912,2.0,1.0,1.218999981880188,0.09960000216960907,144.0,,,0.1639000028371811,7403.2900390625,21.0,10.0,100.0
1913,0.0,0.0,1.218999981880188,0.09960000216960907,144.0,,,0.1639000028371811,-100.0,21.0,10.0,100.0
1914,0.0,0.0,1.218999981880188,0.09960000216960907,144.0,,,0.1639000028371811,-100.0,21.0,10.0,100.0
1915,1.0,1.0,0.0,0.02319999970495701,144.0,,,0.16220000386238098,7392.06982421875,22.0,0.0,100.0
1916,0.0,0.0,0.0,0.02319999970495701,144.0,,,0.16220000386238098,-100.0,22.0,0.0,100.0
1917,0.0,0.0,0.0,0.02319999970495701,144.0,,,0.16220000386238098,-100.0,22.0,0.0,100.0
1918,0.0,0.0,0.0,0.02319999970495701,144.0,,,0.16220000386238098,-100.0,22.0,0.0,100.0
1919,0.0,0.0,0.0,0.02319999970495701,144.0,,,0.16220000386238098,-100.0,22.0,0.0,100.0
1920,0.0,0.0,0.0,0.02319999970495701,144.0,,,0.16220000386238098,-100.0,22.0,0.0,100.0
1921,1.0,1.0,0.0,0.003599999938160181,144.0,,,0.1606999933719635,7381.0498046875,23.0,0.0,100.0
1922,0.0,0.0,0.0,0.003599999938160181,144.0,,,0.1606999933719635,-100.0,23.0,0.0,100.0
1923,-1.0,1.0,0.003000000026077032,0.003700000001117587,144.0,,,0.16279999911785126,7391.830078125,22.0,2.0,100.0
1924,1.0,1.0,0.5569999814033508,0.0215000007301569,144.0,,,0.16290000081062317,7381.2998046875,23.0,8.0,100.0
1925,-2.0,1.0,0.0,0.003700000001117587,144.0,,,0.1673000007867813,7402.14013671875,21.0,0.0,100.0
1926,-1.0,1.0,0.003000000026077032,0.0038999998942017555,144.0,,,0.16750000417232513,7411.89013671875,20.0,1.0,100.0
1927,0.0,0.0,0.003000000026077032,0.0038999998942017555,144.0,,,0.16750000417232513,-100.0,20.0,1.0,100.0
1928,-2.0,1.0,1.402999997138977,0.03020000085234642,144.0,,,0.17010000348091125,7430.25,18.0,10.0,100.0
1929,-2.0,1.0,0.003000000026077032,0.004000000189989805,144.0,,,0.17020000517368317,7445.93017578125,16.0,6.0,100.0
1930,1.0,1.0,0.003000000026077032,0.0038999998942017555,145.0,,,0.16699999570846558,7438.14013671875,17.0,1.0,100.0
1931,1.0,1.0,0.0020000000949949026,0.023399999365210533,145.0,,,0.16410000622272491,7430.08984375,18.0,1.0,100.0
1932,0.0,0.0,0.0020000000949949026,0.023399999365210533,145.0,,,0.16410000622272491,-100.0,18.0,1.0,100.0
1933,1.0,1.0,0.013000000268220901,0.003700000001117587,145.0,,,0.16189999878406525,7421.06982421875,19.0,1.0,100.0
1934,2.0,1.0,0.23399999737739563,0.004000000189989805,145.0,,,0.1582999974489212,7402.02978515625,21.0,7.0,100.0
1935,-1.0,1.0,0.8629999756813049,0.039900001138448715,145.0,,,0.16200000047683716,7412.27001953125,20.0,31.0,100.0
1936,1.0,1.0,1.3309999704360962,0.009999999776482582,145.0,,,0.16019999980926514,7402.1298828125,21.0,1.0,100.0
1937,2.0,1.0,0.19900000095367432,0.007600000128149986,145.0,,,0.16269999742507935,7381.1298828125,23.0,6.0,100.0
1938,0.0,0.0,0.19900000095367432,0.007600000128149986,145.0,,,0.16269999742507935,-100.0,23.0,6.0,100.0
1939,-2.0,1.0,0.4959999918937683,0.007699999958276749,145.0,,,0.16169999539852142,7402.1201171875,21.0,7.0,100.0
1940,2.0,1.0,1.065999984741211,0.005799999926239252,146.0,,,0.15809999406337738,7381.0498046875,23.0,1.0,100.0
1941,2.0,0.0,1.065999984741211,0.005799999926239252,146.0,,,0.15809999406337738,-100.0,23.0,1.0,100.0
1942,-1.0,1.0,1.531000018119812,0.009100000374019146,146.0,,,0.1599999964237213,7391.85986328125,22.0,1.0,100.0
1943,-2.0,1.0,0.003000000026077032,0.003700000001117587,146.0,,,0.16410000622272491,7411.85009765625,20.0,2.0,100.0
1944,-1.0,1.0,0.9679999947547913,0.014499999582767487,146.0,,,0.164000004529953,7421.22998046875,19.0,7.0,100.0
1945,-1.0,1.0,0.003000000026077032,0.00430000014603138,146.0,,,0.1662999987602234,7429.8798828125,18.0,8.0,100.0
1946,1.0,1.0,6.361000061035156,0.0038999998942017555,146.0,,,0.164000004529953,7421.10009765625,19.0,1.0,100.0
1947,1.0,1.0,0.0020000000949949026,0.016100000590085983,146.0,,,0.1615999937057495,7411.97021484375,20.0,1.0,100.0
1948,2.0,1.0,0.4729999899864197,0.023800000548362732,146.0,,,0.15800000727176666,7392.02001953125,22.0,9.0,100.0
1949,-2.0,1.0,0.7289999723434448,0.00430000014603138,146.0,,,0.16210000216960907,7411.830078125,20.0,4.0,100.0
1950,-1.0,1.0,0.0020000000949949026,0.003700000001117587,147.0,,,0.16439999639987946,7421.10009765625,19.0,1.0,100.0
1951,-1.0,1.0,0.0020000000949949026,0.003800000064074993,147.0,,,0.16670000553131104,7429.8798828125,18.0,1.0,100.0
1952,1.0,1.0,0.9179999828338623,0.0471000000834465,147.0,,,0.16899999976158142,8669.7001953125,19.0,25.0,108.0
1953,0.0,0.0,0.9179999828338623,0.0471000000834465,147.0,,,0.16899999976158142,-100.0,19.0,25.0,108.0
1954,2.0,1.0,1.3209999799728394,0.05400000140070915,147.0,,,0.17000000178813934,7402.7998046875,21.0,16.0,100.0
1955,1.0,1.0,0.004000000189989805,0.003800000064074993,147.0,,,0.16380000114440918,7391.83984375,22.0,7.0,100.0
1956,-1.0,1.0,0.27300000190734863,0.011099999770522118,147.0,,,0.16619999706745148,7402.22021484375,21.0,9.0,100.0
1957,2.0,1.0,0.0,0.015399999916553497,147.0,,,0.16220000386238098,7381.22021484375,23.0,0.0,100.0
1958,-2.0,1.0,0.0020000000949949026,0.003700000001117587,147.0,,,0.1664000004529953,7402.1298828125,21.0,1.0,100.0
1959,-2.0,1.0,1.25600004196167,0.004100000020116568,147.0,,,0.1671999990940094,7421.14013671875,19.0,1.0,100.0
1960,2.0,1.0,1.2380000352859497,0.009600000455975533,148.0,,,0.16459999978542328,7402.18017578125,21.0,3.0,100.0
1961,-1.0,1.0,0.4009999930858612,0.017500000074505806,148.0,,,0.16680000722408295,7412.0498046875,20.0,12.0,100.0
1962,-1.0,1.0,1.680999994277954,0.004600000102072954,148.0,,,0.1670999974012375,7421.14990234375,19.0,1.0,100.0
1963,2.0,1.0,0.003000000026077032,0.00419999985024333,148.0,,,0.16200000047683716,7402.080078125,21.0,7.0,100.0
1964,1.0,1.0,0.7829999923706055,0.012199999764561653,148.0,,,0.16200000047683716,7391.93017578125,22.0,8.0,100.0
1965,-2.0,1.0,2.805999994277954,0.012799999676644802,148.0,,,0.1688999980688095,7412.02001953125,20.0,2.0,100.0
1966,2.0,1.0,0.8489999771118164,0.0357000008225441,148.0,,,0.16439999639987946,7392.25,22.0,27.0,100.0
1967,2.0,1.0,0.7459999918937683,0.050700001418590546,148.0,,,0.1606999933719635,7370.39013671875,24.0,13.0,100.0
1968,-1.0,1.0,1.3819999694824219,0.003800000064074993,148.0,,,0.16269999742507935,7381.080078125,23.0,2.0,100.0
1969,-1.0,1.0,0.6729999780654907,0.004000000189989805,148.0,,,0.16459999978542328,7391.85986328125,22.0,9.0,100.0
1970,1.0,1.0,0.4320000112056732,0.015399999916553497,149.0,,,0.16279999911785126,7381.22998046875,23.0,4.0,100.0
1971,1.0,1.0,0.0020000000949949026,0.003800000064074993,149.0,,,0.16099999845027924,7369.81005859375,24.0,1.0,100.0
1972,2.0,0.0,0.0020000000949949026,0.003800000064074993,149.0,,,0.16099999845027924,-100.0,24.0,1.0,100.0
1973,2.0,0.0,0.0020000000949949026,0.003800000064074993,149.0,,,0.16099999845027924,-100.0,24.0,1.0,100.0
1974,-1.0,1.0,1.2009999752044678,0.007899999618530273,149.0,,,0.16449999809265137,7381.16015625,23.0,1.0,100.0
1975,1.0,1.0,1.819000005722046,0.021900000050663948,149.0,,,0.1665000021457672,7370.10009765625,24.0,4.0,100.0
1976,2.0,0.0,1.819000005722046,0.021900000050663948,149.0,,,0.1665000021457672,-100.0,24.0,4.0,100.0
1977,1.0,0.0,1.819000005722046,0.021900000050663948,149.0,,,0.1665000021457672,-100.0,24.0,4.0,100.0
1978,-2.0,1.0,2.0439999103546143,0.031199999153614044,149.0,,,0.1647000014781952,7392.2001953125,22.0,9.0,100.0
1979,-2.0,1.0,0.8230000138282776,0.014299999922513962,149.0,,,0.16680000722408295,7412.009765625,20.0,2.0,100.0
1980,0.0,0.0,0.8230000138282776,0.014299999922513962,150.0,,,0.16680000722408295,-100.0,20.0,2.0,100.0
1981,0.0,0.0,0.8230000138282776,0.014299999922513962,150.0,,,0.16680000722408295,-100.0,20.0,2.0,100.0
1982,2.0,1.0,0.0020000000949949026,0.029999999329447746,150.0,,,0.16249999403953552,7392.16015625,22.0,1.0,100.0
1983,2.0,1.0,0.3630000054836273,0.007799999788403511,150.0,,,0.1589999943971634,7369.83984375,24.0,14.0,100.0
1984,1.0,0.0,0.3630000054836273,0.007799999788403511,150.0,,,0.1589999943971634,-100.0,24.0,14.0,100.0
1985,0.0,0.0,0.3630000054836273,0.007799999788403511,150.0,,,0.1589999943971634,-100.0,24.0,14.0,100.0
1986,-2.0,1.0,1.156999945640564,0.008200000040233135,150.0,,,0.1648000031709671,7391.91015625,22.0,2.0,100.0
1987,1.0,1.0,0.0,0.0038999998942017555,150.0,,,0.16279999911785126,7381.080078125,23.0,0.0,100.0
1988,2.0,0.0,0.0,0.0038999998942017555,150.0,,,0.16279999911785126,-100.0,23.0,0.0,100.0
1989,-1.0,1.0,1.3769999742507935,0.020999999716877937,150.0,,,0.17319999635219574,7392.18017578125,22.0,4.0,100.0
1990,-2.0,1.0,1.1100000143051147,0.06069999933242798,151.0,,,0.17810000479221344,7412.740234375,20.0,34.0,100.0
1991,1.0,1.0,0.2809999883174896,0.03280000016093254,151.0,,,0.16509999334812164,7402.47021484375,21.0,6.0,100.0
1992,1.0,1.0,0.7549999952316284,0.005200000014156103,151.0,,,0.17000000178813934,7391.93994140625,22.0,16.0,100.0
1993,-2.0,1.0,0.0,0.016200000420212746,151.0,,,0.1670999974012375,7412.0400390625,20.0,0.0,100.0
1994,2.0,1.0,1.4850000143051147,0.013899999670684338,151.0,,,0.16290000081062317,7391.9599609375,22.0,1.0,100.0
1995,2.0,1.0,1.4149999618530273,0.003599999938160181,151.0,,,0.15919999778270721,7369.77978515625,24.0,1.0,100.0
1996,-1.0,1.0,0.004000000189989805,0.004100000020116568,151.0,,,0.16110000014305115,7381.06005859375,23.0,6.0,100.0
1997,-1.0,1.0,1.2339999675750732,0.03530000150203705,151.0,,,0.16300000250339508,7392.22998046875,22.0,10.0,100.0
1998,1.0,1.0,0.0020000000949949026,0.003700000001117587,151.0,,,0.16130000352859497,7381.06005859375,23.0,1.0,100.0
1999,1.0,1.0,0.4189999997615814,0.003800000064074993,151.0,,,0.15960000455379486,7369.7900390625,24.0,6.0,100.0
2000,0.0,0.0,0.4189999997615814,0.003800000064074993,152.0,,,0.15960000455379486,-100.0,24.0,6.0,100.0
2001,-1.0,1.0,0.44699999690055847,0.014299999922513962,152.0,,,0.16500000655651093,7381.240234375,23.0,9.0,100.0
2002,-1.0,1.0,0.0020000000949949026,0.003800000064074993,152.0,,,0.16519999504089355,7391.85986328125,22.0,2.0,100.0
2003,2.0,1.0,0.6439999938011169,0.02759999968111515,152.0,,,0.16110000014305115,7370.10986328125,24.0,2.0,100.0
2004,0.0,0.0,0.6439999938011169,0.02759999968111515,152.0,,,0.16110000014305115,-100.0,24.0,2.0,100.0
2005,-2.0,1.0,0.18400000035762787,0.0038999998942017555,152.0,,,0.164900004863739,7391.85986328125,22.0,8.0,100.0
2006,-1.0,1.0,0.9309999942779541,0.0575999990105629,152.0,,,0.1729000061750412,7402.8798828125,21.0,33.0,100.0
