timestamp,avg_execution_time,throughput,requests,replicas,avg_cpu,avg_mem,cold,idle_on,busy,init_total,init_reserved,nsgd_cost,has_rejection,proxy_requests,proxy_rejections,avg_response_latency_ms,p99_response_latency_ms
1777930506.537652,2.623,90.0,20,24,0.1906,0.1763,0,23,1,0,0,47,False,19,2,3383.76,10006.83
1777930536.5507095,3.734,100.0,20,22,0.1238,0.1823,2,22,0,0,0,44,False,18,0,3613.18,7783.65
1777930566.56457,2.728,100.0,20,15,0.0924,0.1841,9,15,0,0,0,30,False,18,0,2651.13,5003.91
1777930596.5769088,3.779,98.08,52,24,0.0537,0.2143,0,24,0,0,0,48,False,44,1,3935.01,9663.05
1777930626.5904953,2.81,100.0,19,24,0.113,0.1673,0,23,1,0,0,47,False,16,0,2813.73,5087.39
1777930656.6032104,1.966,100.0,7,14,0.0085,0.1803,10,6,8,0,0,20,False,11,0,2557.45,5270.06
1777930686.618203,3.452,100.0,13,14,0.1449,0.1805,10,12,2,0,0,26,False,20,0,3263.56,5916.85
1777930716.6302202,3.986,100.0,8,11,0.1453,0.1896,13,11,0,0,0,22,False,8,0,3823.79,6962.01
1777930746.6422498,4.033,100.0,51,24,0.3257,0.2245,0,18,6,0,0,42,False,44,0,4013.18,9103.15
1777930776.6591544,3.23,100.0,14,24,0.0788,0.1707,0,24,0,0,0,48,False,19,0,2998.42,5610.19
1777930806.6722343,3.13,100.0,18,16,0.0424,0.179,8,16,0,0,0,32,False,15,0,3134.27,6892.64
1777930836.6845338,2.871,100.0,15,12,0.057,0.1933,12,11,1,0,0,23,False,14,0,2784.24,7389.52
1777930866.699229,2.653,100.0,3,12,0.1071,0.1821,12,12,0,0,0,24,False,6,0,2592.27,3386.51
1777930896.7142506,3.638,84.31,51,21,0.2033,0.2272,3,21,0,0,0,42,False,44,7,3792.01,10113.75
1777930926.7308624,2.35,100.0,18,21,0.0719,0.182,3,20,1,0,0,41,False,16,0,2293.23,3372.0
1777930956.744296,2.803,100.0,20,19,0.0252,0.176,5,18,1,0,0,37,False,18,0,2978.59,5897.29
1777930986.7574816,2.485,100.0,21,17,0.0571,0.1783,7,17,0,0,0,34,False,18,0,2490.21,5496.5
1777931016.7702143,2.325,100.0,20,16,0.0243,0.1791,3,0,16,5,5,541,False,23,0,2748.17,5667.68
1777931046.785019,3.79,100.0,27,21,0.2682,0.1723,3,21,0,0,0,42,False,38,0,3647.7,7653.06
1777931076.7983866,2.964,100.0,4,21,0.0544,0.1749,3,20,1,0,0,41,False,6,0,2455.91,2838.04
1777931106.8109415,2.255,100.0,15,14,0.0766,0.1973,10,13,1,0,0,27,False,14,0,2187.95,3808.89
1777931136.8235402,2.382,100.0,18,14,0.0997,0.2007,10,13,1,0,0,27,False,17,0,2303.64,4126.72
1777931166.8365765,3.263,100.0,45,13,0.1486,0.2175,11,11,2,0,0,24,False,43,0,3323.08,6237.97
1777931196.8496435,3.313,100.0,20,13,0.2672,0.1971,11,13,0,0,0,26,False,19,1,3569.74,9898.3
1777931226.8624842,2.082,100.0,8,13,0.006,0.182,11,13,0,0,0,26,False,8,0,2250.08,3394.9
1777931256.874489,2.039,100.0,15,13,0.1151,0.1865,11,10,3,0,0,23,False,17,0,2316.49,4494.66
1777931286.888543,2.617,100.0,10,13,0.1446,0.1821,11,13,0,0,0,26,False,12,0,2488.0,3222.94
1777931316.9006445,5.145,81.48,54,24,0.2537,0.1906,0,23,1,0,0,47,False,49,9,5931.66,10352.19
1777931346.914916,2.598,100.0,14,24,0.0802,0.1669,0,24,0,0,0,48,False,13,0,2643.72,4118.74
1777931376.9266906,2.488,100.0,19,22,0.0664,0.1708,2,22,0,0,0,44,False,17,0,2453.98,4371.28
1777931406.940033,2.707,84.21,19,14,0.0104,0.1901,10,13,1,0,0,27,False,17,3,4045.61,10152.11
1777931436.952157,3.052,97.67,43,24,0.0944,0.1976,0,21,3,0,0,45,False,43,1,2951.82,6152.69
1777931466.9644396,2.747,100.0,18,24,0.1738,0.1616,0,23,1,0,0,47,False,19,3,4291.33,10135.98
1777931496.9775677,1.591,100.0,6,17,0.0148,0.174,7,14,3,0,0,31,False,9,1,1778.02,2088.62
1777931526.9901874,1.846,100.0,8,9,0.1011,0.1836,15,5,4,0,0,14,False,13,1,1815.79,2576.61
1777931557.0031414,3.422,100.0,15,9,0.2159,0.2078,15,9,0,0,0,18,False,16,0,3173.61,5386.26
1777931587.0155609,3.955,95.56,45,24,0.027,0.1838,0,19,5,0,0,43,False,39,2,3824.47,8607.29
1777931617.0285614,3.681,90.91,22,24,0.1763,0.1613,0,23,1,0,0,47,False,21,3,4800.38,10116.83
1777931647.0415652,3.072,100.0,4,18,0.0281,0.1762,6,11,7,0,0,29,False,5,0,3119.19,3611.84
1777931677.0540879,3.713,87.5,16,14,0.1837,0.1786,10,14,0,0,0,28,False,19,2,4079.06,9842.82
1777931707.0668814,2.389,85.71,14,14,0.1198,0.201,10,13,1,0,0,27,False,12,2,3727.94,10103.34
1777931737.0792913,2.864,100.0,13,21,0.0345,0.1822,0,0,21,3,3,536,True,20,0,3497.19,5234.0
1777931767.092126,5.34,38.46,26,24,0.3168,0.1589,0,15,9,0,0,39,False,32,14,7561.48,10489.19
1777931797.1058755,4.639,100.0,8,24,0.12,0.1641,0,23,1,0,0,47,False,13,0,3751.73,6657.24
1777931827.1185284,2.376,100.0,18,17,0.053,0.1848,7,16,1,0,0,33,False,16,0,2409.95,4307.38
1777931857.1320815,3.029,100.0,20,14,0.035,0.1837,10,14,0,0,0,28,False,19,0,2965.52,4777.65
1777931887.145277,3.308,92.68,41,19,0.1582,0.2166,5,17,2,0,0,36,False,39,4,4150.6,10301.18
1777931917.15792,2.953,100.0,18,19,0.151,0.1743,5,19,0,0,0,38,False,21,0,2997.29,4557.71
1777931947.1699007,3.028,100.0,24,19,0.0703,0.1742,5,19,0,0,0,38,False,20,0,3031.96,6098.32
1777931977.1830108,3.173,100.0,19,19,0.0587,0.1956,5,19,0,0,0,38,False,16,0,3177.51,4966.86
1777932007.1961567,1.892,100.0,3,13,0.0047,0.1874,11,13,0,0,0,26,False,3,0,1896.08,1495.36
1777932037.2087379,4.219,88.46,52,24,0.323,0.2177,0,23,1,0,0,47,False,44,5,4675.97,10180.23
1777932067.2228165,2.932,100.0,18,24,0.1062,0.1761,0,23,1,0,0,47,False,16,0,2856.83,5318.98
1777932097.2349434,2.832,95.0,20,20,0.0612,0.1852,4,19,1,0,0,39,False,18,1,2968.37,4813.76
1777932127.2515306,2.303,100.0,12,13,0.0287,0.1818,11,10,3,0,0,23,False,14,0,2505.78,3797.57
1777932157.263942,3.354,100.0,4,13,0.1068,0.1851,11,13,0,0,0,26,False,6,0,3728.53,4984.69
1777932187.2761416,4.534,82.69,52,24,0.2001,0.2354,0,23,1,0,0,47,False,44,8,4645.84,10086.66
1777932217.28808,3.157,100.0,19,24,0.1115,0.1684,0,24,0,0,0,48,False,17,0,3205.22,6713.08
1777932247.3008604,2.517,100.0,19,21,0.0085,0.1727,3,21,0,0,0,42,False,17,0,2807.11,7265.57
1777932277.3127482,2.304,100.0,16,14,0.0469,0.1833,10,12,2,0,0,26,False,16,0,2565.43,4028.75
1777932307.3249583,3.538,97.83,46,17,0.1473,0.2073,7,15,2,0,0,32,False,43,1,3727.2,9158.78
1777932337.3373663,2.949,100.0,20,17,0.1849,0.1813,7,17,0,0,0,34,False,20,1,3568.3,9447.17
1777932367.3500996,3.712,100.0,20,17,0.0279,0.1935,7,16,1,0,0,33,False,17,0,3719.94,5185.2
1777932397.3623197,2.908,100.0,20,17,0.0951,0.2006,7,17,0,0,0,34,False,18,0,2930.13,5879.64
1777932427.3738906,3.204,96.15,26,24,0.0025,0.1835,0,11,13,0,0,35,False,30,1,3471.74,7504.91
1777932457.387426,3.467,68.42,19,24,0.1611,0.1675,0,20,4,0,0,44,False,27,5,5107.47,10174.46
1777932487.399952,1.958,50.0,4,22,0.0761,0.1668,2,19,3,0,0,41,False,7,2,5158.3,10157.41
1777932517.4151433,3.116,100.0,16,13,0.0804,0.1765,11,13,0,0,0,26,False,17,1,2877.79,5648.97
1777932547.4273124,2.552,100.0,21,13,0.08,0.1855,11,13,0,0,0,26,False,18,0,2557.27,4505.29
1777932577.4405427,3.411,100.0,54,21,0.2686,0.2306,3,20,1,0,0,41,False,48,0,3301.34,7994.84
1777932607.4535472,3.517,100.0,14,21,0.1246,0.1695,3,21,0,0,0,42,False,14,0,3272.22,5489.79
1777932637.4658084,2.662,95.24,21,20,0.0919,0.1774,4,20,0,0,0,40,False,19,2,3005.36,4931.7
1777932667.479798,3.439,100.0,20,16,0.0528,0.2005,8,16,0,0,0,32,False,17,0,3447.68,7620.86
1777932697.4944942,3.801,97.73,44,24,0.027,0.1957,0,19,5,0,0,43,False,40,2,4345.89,10005.15
1777932727.5090961,2.483,88.24,17,24,0.1544,0.1684,0,24,0,0,0,48,False,20,3,3916.95,10139.94
1777932757.5212188,2.421,100.0,2,14,0.0358,0.1819,10,13,1,0,0,27,False,2,0,2424.53,1359.04
1777932787.533884,2.882,100.0,16,16,0.0514,0.191,8,15,1,0,0,31,False,17,3,4174.38,10145.84
1777932817.5458593,2.777,100.0,18,16,0.0884,0.1537,8,16,0,0,0,32,False,17,0,3097.49,4544.16
1777932847.558446,2.456,100.0,12,21,0.0348,0.1728,0,2,19,3,0,38,False,24,3,2881.5,5935.32
1777932877.573673,4.025,88.57,35,24,0.2953,0.1669,0,24,0,0,0,48,False,38,4,4511.32,10200.03
1777932907.5871987,1.916,100.0,6,24,0.0232,0.1657,0,24,0,0,0,48,False,6,0,1833.62,2013.79
1777932937.600728,3.406,93.75,16,17,0.0844,0.1886,7,17,0,0,0,34,False,14,1,3881.59,9850.59
1777932967.6163163,2.664,100.0,18,15,0.0344,0.1781,9,15,0,0,0,30,False,16,0,2867.46,5662.64
1777932997.631735,2.33,100.0,2,11,0.033,0.1803,13,11,0,0,0,22,False,4,0,2709.25,3264.0
1777933027.6435595,4.29,93.88,49,24,0.3602,0.1827,0,23,1,0,0,47,False,43,3,4642.39,10130.75
1777933057.6587367,1.958,100.0,16,24,0.0547,0.1722,0,24,0,0,0,48,False,17,0,1918.25,3003.16
1777933087.6722205,2.551,95.0,20,19,0.0454,0.1729,5,19,0,0,0,38,False,17,1,2505.89,3996.79
1777933117.6843925,2.749,100.0,10,15,0.0454,0.1804,9,12,3,0,0,27,False,11,0,2846.06,4490.89
1777933147.699654,3.387,100.0,15,14,0.1113,0.1787,6,8,6,4,0,42,False,23,0,3447.48,7233.96
1777933177.711662,4.292,93.94,33,22,0.335,0.172,2,22,0,0,0,44,False,30,2,4691.66,10124.11
1777933207.7249484,2.699,100.0,18,22,0.0981,0.1685,2,22,0,0,0,44,False,16,0,2845.25,4973.01
1777933237.7374966,1.704,100.0,4,12,0.0175,0.1811,12,11,1,0,0,23,False,6,0,1891.74,2006.25
1777933267.7505217,2.393,100.0,26,12,0.1689,0.1863,12,9,3,0,0,21,False,26,0,2334.15,3809.34
1777933297.764374,3.08,100.0,4,12,0.1028,0.1881,12,12,0,0,0,24,False,6,0,3032.85,3758.98
1777933327.776969,3.94,94.12,51,24,0.1583,0.2387,0,23,1,0,0,47,False,43,3,4378.77,10093.91
1777933357.7895172,2.994,100.0,16,24,0.0681,0.1565,0,21,3,0,0,45,False,15,1,3464.78,7296.01
1777933387.8022346,3.482,95.65,23,24,0.1127,0.1822,0,24,0,0,0,48,False,21,1,3791.23,8148.49
1777933417.8158097,2.978,93.33,15,20,0.0341,0.1806,4,19,1,0,0,39,False,15,1,2777.1,3899.62
1777933447.8286257,2.482,100.0,20,23,0.1033,0.1832,0,7,16,1,0,35,False,31,3,3166.88,6148.58
1777933477.8430789,6.054,86.96,23,24,0.2699,0.1577,0,21,3,0,0,45,False,29,3,6128.47,10575.34
1777933507.854978,4.444,100.0,6,20,0.0635,0.1643,4,15,5,0,0,35,False,7,1,3522.19,5666.23
1777933537.8678684,3.508,93.75,32,20,0.134,0.1789,4,15,5,0,0,35,False,28,2,3943.38,10006.57
1777933567.8817904,3.744,66.67,9,20,0.1162,0.1789,4,13,7,0,0,33,False,12,5,6487.62,10266.36
1777933597.8952935,4.355,86.36,44,24,0.3072,0.1877,0,16,8,0,0,40,False,43,5,4813.92,10330.07
1777933627.9125688,4.385,100.0,14,24,0.1631,0.1739,0,23,1,0,0,47,False,13,0,4237.88,6732.23
1777933657.9255316,2.539,93.33,15,20,0.0238,0.1853,4,18,2,0,0,38,False,15,1,2729.01,4344.02
1777933687.941924,3.179,100.0,8,13,0.0714,0.1814,11,7,6,0,0,20,False,11,0,3862.28,6272.04
1777933717.953748,3.797,100.0,7,13,0.1179,0.1816,11,12,1,0,0,25,False,9,0,3848.16,5765.23
1777933747.96741,3.11,96.97,33,20,0.062,0.2023,4,12,8,0,0,32,False,36,3,3447.47,10056.52
1777933777.9800837,3.04,82.35,17,20,0.1758,0.1714,4,17,3,0,0,37,False,17,3,4181.04,10242.88
1777933807.9964523,4.01,100.0,9,17,0.0904,0.1852,7,16,1,0,0,33,False,9,0,3756.03,6198.18
1777933838.0098708,2.023,100.0,13,11,0.0153,0.1826,13,8,3,0,0,19,False,15,0,2006.0,2693.25
1777933868.024773,3.45,100.0,21,11,0.1613,0.1968,13,10,1,0,0,21,False,21,0,3340.42,6087.57
1777933898.0375004,4.586,74.51,51,24,0.2504,0.2411,0,20,4,0,0,44,False,44,11,5276.81,10252.4
1777933928.0516908,2.922,95.45,22,24,0.1243,0.1804,0,13,11,0,0,37,False,21,1,3645.48,4912.46
1777933958.0650516,3.578,100.0,16,22,0.1438,0.182,2,16,6,0,0,38,False,17,0,3323.4,5057.47
1777933988.0838032,2.645,100.0,18,16,0.1117,0.1842,8,15,1,0,0,31,False,17,0,2676.69,3684.54
1777934018.0986772,4.38,86.96,46,24,0.0328,0.1917,0,18,6,0,0,42,False,45,9,5426.11,10198.17
1777934048.1128066,4.211,86.67,15,24,0.1717,0.1701,0,23,1,0,0,47,False,16,2,4640.05,10053.51
1777934078.1254005,2.841,95.0,20,19,0.0099,0.1719,5,18,1,0,0,37,False,17,1,2939.46,4736.66
1777934108.1383064,3.029,100.0,21,12,0.0962,0.197,12,12,0,0,0,24,False,19,0,2983.04,6896.88
1777934138.1515713,1.338,100.0,2,12,0.04,0.1874,12,6,6,0,0,18,False,2,0,1341.36,1197.56
1777934168.1644158,3.906,95.08,61,24,0.2677,0.183,0,23,1,0,0,47,False,58,3,3766.89,9886.43
1777934198.1771116,2.318,100.0,4,24,0.1183,0.17,0,21,3,0,0,45,False,9,0,2817.35,4927.5
1777934228.1900768,2.305,100.0,12,17,0.0883,0.1784,7,16,1,0,0,33,False,14,1,2434.86,3295.23
1777934258.202215,3.078,100.0,18,17,0.0903,0.1886,7,17,0,0,0,34,False,16,0,2969.0,4409.83
1777934288.216531,3.373,100.0,40,24,0.0222,0.1891,0,20,4,0,0,44,False,40,2,3925.69,10294.45
1777934318.232946,3.467,100.0,20,24,0.1319,0.1732,0,24,0,0,0,48,False,21,1,4181.6,8241.19
1777934348.245868,3.722,95.24,21,24,0.0553,0.1795,0,23,1,0,0,47,False,18,1,4083.35,8544.64
1777934378.2590663,3.738,100.0,16,24,0.0419,0.1754,0,24,0,0,0,48,False,17,0,3646.21,7023.26
1777934408.2722824,2.372,100.0,3,15,0.0535,0.181,9,14,1,0,0,29,False,4,0,2072.51,1557.52
1777934438.2847853,4.648,86.27,51,24,0.2355,0.198,0,21,3,0,0,45,False,49,6,5067.31,10587.3
1777934468.2973237,3.643,100.0,13,24,0.1057,0.1705,0,23,1,0,0,47,False,11,0,3646.66,6282.89
1777934498.3105152,3.103,100.0,20,23,0.0599,0.1789,1,23,0,0,0,46,False,17,0,3106.95,5557.99
1777934528.3285985,2.422,100.0,12,18,0.0239,0.177,6,17,1,0,0,35,False,16,0,2405.11,3760.06
1777934558.3418376,1.374,100.0,3,14,0.0751,0.1822,10,14,0,0,0,28,False,4,0,1406.31,1491.81
1777934588.3555853,4.645,87.93,58,24,0.2654,0.2554,0,19,5,0,0,43,False,53,6,5178.76,10086.86
1777934618.3676808,4.156,88.89,9,24,0.12,0.1733,0,24,0,0,0,48,False,8,1,4892.39,7621.45
1777934648.3805459,3.309,90.91,11,16,0.0236,0.1783,8,14,2,0,0,30,False,14,1,2705.71,5757.1
1777934678.3967965,3.145,100.0,6,13,0.1076,0.1829,11,10,3,0,0,23,False,11,0,2962.01,3753.89
1777934708.4096718,3.125,100.0,10,13,0.161,0.1998,0,0,13,11,3,368,False,16,0,2895.05,4650.14
1777934738.4245763,4.511,96.0,50,24,0.3206,0.206,0,20,4,0,0,44,False,47,2,4500.98,10039.79
1777934768.4373236,2.775,100.0,9,24,0.0903,0.183,0,23,1,0,0,47,False,9,0,2970.07,4128.26
1777934798.4508002,2.426,100.0,14,16,0.0467,0.1879,8,15,1,0,0,31,False,17,0,3583.5,7195.16
1777934828.4633393,3.101,100.0,21,13,0.0821,0.1894,11,13,0,0,0,26,False,19,0,3119.53,4292.04
1777934858.477106,2.345,100.0,8,13,0.0849,0.1876,11,6,7,0,0,19,False,14,0,2863.46,4878.56
1777934888.4900217,3.973,88.89,54,24,0.4044,0.1828,0,24,0,0,0,48,False,47,5,4682.38,10273.23
1777934918.503545,2.232,100.0,3,24,0.094,0.1658,0,23,1,0,0,47,False,3,0,2235.65,2045.5
1777934948.5172946,2.706,83.33,18,15,0.046,0.1919,9,6,9,0,0,21,False,20,3,3343.05,10005.29
1777934978.531431,2.879,90.48,21,22,0.2437,0.1906,0,2,20,2,0,34,False,33,2,3576.53,10004.38
1777935008.5446384,4.44,75.61,41,24,0.3379,0.1889,0,23,1,0,0,47,False,41,9,5679.29,10427.22
1777935038.5581074,2.199,50.0,2,24,0.0744,0.1778,0,24,0,0,0,48,False,3,1,4654.44,2203.0
1777935068.5711951,2.123,100.0,16,12,0.0319,0.1888,12,12,0,0,0,24,False,17,0,2194.58,3613.29
1777935098.5846972,2.336,100.0,7,12,0.0732,0.1833,12,11,1,0,0,23,False,13,0,2006.41,3547.07
1777935128.5986235,2.181,100.0,9,12,0.1276,0.1897,2,0,12,10,8,862,False,11,0,2372.19,3458.28
1777935158.6149988,4.292,86.05,43,24,0.3592,0.1763,0,23,1,0,0,47,False,40,5,4806.44,10166.78
1777935188.6295228,2.983,94.12,17,24,0.0594,0.1716,0,24,0,0,0,48,False,16,1,3359.26,9088.82
1777935218.6429765,2.695,100.0,10,13,0.0253,0.1821,11,10,3,0,0,23,False,15,0,3042.89,4984.47
1777935248.6560314,4.215,100.0,3,11,0.1379,0.1836,13,11,0,0,0,22,False,5,0,3755.71,4547.36
1777935278.6693804,2.146,100.0,18,11,0.0113,0.1837,13,11,0,0,0,22,False,17,0,2397.06,4518.51
1777935308.6820853,2.574,100.0,14,15,0.1269,0.1909,9,8,7,0,0,23,False,22,0,3034.61,5066.03
1777935338.6989636,3.648,96.0,25,19,0.3735,0.1813,5,17,2,0,0,36,False,28,1,3534.54,6696.54
1777935368.7143645,3.901,100.0,14,19,0.1305,0.192,5,10,9,0,0,29,False,14,0,3610.14,7215.87
1777935398.7276094,3.184,100.0,21,19,0.159,0.1848,5,15,4,0,0,34,False,28,0,2818.29,6187.76
1777935428.74015,4.289,100.0,6,19,0.099,0.181,5,19,0,0,0,38,False,7,0,3741.89,4789.05
1777935458.7533631,4.094,88.46,52,24,0.1453,0.2102,0,23,1,0,0,47,False,46,5,4723.72,10256.74
1777935488.7673364,3.386,93.75,16,24,0.1474,0.175,0,23,1,0,0,47,False,14,1,3903.0,9341.59
1777935518.7843606,1.923,100.0,7,16,0.015,0.1802,8,13,3,0,0,29,False,9,0,1860.41,2330.5
1777935548.7967918,3.111,100.0,14,15,0.1333,0.1861,9,12,3,0,0,27,False,17,0,3075.57,6489.3
1777935578.809951,1.97,72.73,11,15,0.129,0.1911,9,15,0,0,0,30,False,12,3,4152.0,10382.84
1777935608.8232105,4.164,82.35,51,24,0.1813,0.2302,0,23,1,0,0,47,False,44,8,5200.93,10240.05
1777935638.8411336,3.387,100.0,18,24,0.0895,0.1772,0,24,0,0,0,48,False,17,0,3314.51,5272.29
1777935668.8560653,2.897,100.0,16,19,0.0274,0.1821,5,19,0,0,0,38,False,17,0,3065.27,5895.81
1777935698.8687181,3.772,100.0,16,19,0.0705,0.1885,5,18,1,0,0,37,False,17,0,3767.27,5941.15
1777935728.8831663,3.255,100.0,19,24,0.0537,0.1859,0,16,8,0,0,40,False,36,0,3858.01,8429.02
1777935758.895939,3.896,92.31,26,24,0.1797,0.1772,0,24,0,0,0,48,False,24,2,4514.58,10021.51
1777935788.9109495,2.362,100.0,6,24,0.059,0.1735,0,20,4,0,0,44,False,14,0,2199.82,2484.19
1777935818.9235165,2.134,100.0,15,14,0.0781,0.1827,10,11,3,0,0,25,False,19,0,2520.63,6196.26
1777935848.937974,2.46,100.0,7,23,0.1108,0.1829,0,1,22,1,0,29,False,25,2,2981.76,4724.87
1777935878.9522266,5.078,97.5,40,24,0.2762,0.1747,0,24,0,0,0,48,False,40,1,5026.11,9784.57
1777935908.9660926,4.414,100.0,2,24,0.0461,0.171,0,23,1,0,0,47,False,6,0,2592.19,2153.89
1777935938.9776134,3.232,100.0,15,11,0.1409,0.203,13,11,0,0,0,22,False,14,0,3163.76,5897.36
1777935968.9898956,2.646,100.0,20,11,0.1139,0.2011,13,10,1,0,0,21,False,17,0,2649.5,4270.84
1777935999.0023148,4.157,88.89,54,21,0.1393,0.2151,3,21,0,0,0,42,False,48,5,3810.54,9954.74
1777936029.0158436,2.351,100.0,13,21,0.0539,0.1724,3,21,0,0,0,42,False,13,0,3156.85,6867.17
1777936059.0279875,5.206,100.0,3,15,0.0468,0.1815,9,12,3,0,0,27,False,8,0,3849.52,5377.26
1777936089.043604,3.069,83.33,12,15,0.1689,0.1954,9,15,0,0,0,30,False,13,2,4133.33,10082.75
1777936119.055629,3.468,94.74,19,15,0.1114,0.189,9,15,0,0,0,30,False,17,1,3797.95,9335.41
1777936149.068899,4.238,92.31,52,24,0.2331,0.243,0,24,0,0,0,48,False,44,4,4551.38,10108.84
1777936179.0812004,1.957,100.0,13,24,0.0541,0.1596,0,24,0,0,0,48,False,16,0,2543.69,3882.97
1777936209.095399,1.464,100.0,2,10,0.0317,0.184,14,10,0,0,0,20,False,3,0,1752.5,1591.61
1777936239.1070697,4.669,100.0,18,14,0.0185,0.1896,10,14,0,0,0,28,False,17,1,4831.15,9613.68
1777936269.11952,2.445,100.0,18,14,0.0692,0.1767,10,14,0,0,0,28,False,16,0,2800.35,4433.02
1777936299.1315794,2.627,87.5,16,24,0.0825,0.1813,0,11,13,0,0,35,False,26,2,2831.89,5376.34
1777936329.145573,2.919,69.77,43,24,0.2773,0.1841,0,24,0,0,0,48,False,37,11,5083.01,10311.82
1777936359.1578674,2.049,100.0,9,24,0.0621,0.1701,0,21,3,0,0,45,False,10,0,2294.4,3190.03
1777936389.170266,2.541,100.0,16,15,0.0707,0.1797,9,12,3,0,0,27,False,22,0,2441.5,3768.38
1777936419.1838543,2.821,100.0,6,14,0.1206,0.1807,10,14,0,0,0,28,False,5,0,2823.99,4270.95
1777936449.1989312,4.722,86.54,52,24,0.1024,0.2145,0,22,2,0,0,46,False,44,6,5015.6,10090.67
1777936479.2117472,3.968,100.0,20,24,0.132,0.1772,0,24,0,0,0,48,False,18,0,3838.5,6246.87
1777936509.2258408,3.793,100.0,18,23,0.0176,0.1697,1,22,1,0,0,45,False,16,0,4165.45,7379.06
1777936539.240915,5.527,100.0,3,15,0.0322,0.1798,9,15,0,0,0,30,False,4,0,4686.59,5449.06
1777936569.2570605,3.109,100.0,16,13,0.0985,0.1919,11,13,0,0,0,26,False,16,0,3134.17,5195.65
1777936599.269196,4.126,91.3,46,24,0.1132,0.2113,0,20,4,0,0,44,False,41,4,4905.0,10216.69
1777936629.281758,2.866,95.0,20,24,0.098,0.1585,0,24,0,0,0,48,False,19,3,4014.02,10115.71
1777936659.2947805,1.531,100.0,2,17,0.0356,0.1728,7,17,0,0,0,34,False,5,1,2107.3,2182.45
1777936689.3085806,2.449,100.0,16,13,0.0863,0.1922,11,13,0,0,0,26,False,15,0,2376.97,3843.19
1777936719.3209517,3.117,100.0,21,13,0.0791,0.2047,11,12,1,0,0,25,False,19,0,3066.97,4944.86
1777936749.33431,3.736,84.31,51,24,0.188,0.2203,0,23,1,0,0,47,False,44,7,4748.18,10190.72
1777936779.3463235,3.141,100.0,18,24,0.0908,0.1657,0,24,0,0,0,48,False,17,0,3007.15,4542.22
1777936809.3598626,3.209,95.24,21,20,0.026,0.1754,4,20,0,0,0,40,False,18,1,3171.59,5134.99
1777936839.3735697,2.624,100.0,16,16,0.0095,0.1737,8,15,1,0,0,31,False,16,0,2755.63,4195.66
1777936869.3872135,2.165,100.0,12,14,0.0832,0.1781,0,0,14,10,4,464,False,18,0,2538.13,3822.88
1777936899.404754,4.746,100.0,32,24,0.2824,0.1601,0,23,1,0,0,47,False,30,0,4636.39,9075.53
1777936929.4201083,2.588,100.0,19,24,0.0682,0.1777,0,24,0,0,0,48,False,16,0,2593.13,3962.45
1777936959.4327598,2.531,100.0,13,13,0.0028,0.1823,11,13,0,0,0,26,False,17,0,3262.83,5559.98
1777936989.4460368,2.767,100.0,13,16,0.1509,0.1833,8,14,2,0,0,30,False,17,0,3837.79,6378.53
1777937019.457771,2.839,94.74,19,24,0.0929,0.17,0,10,14,0,0,34,False,32,1,3511.81,10176.5
1777937049.4719346,3.707,87.5,32,24,0.305,0.1759,0,24,0,0,0,48,False,30,4,4571.45,10482.68
1777937079.484826,1.53,100.0,2,24,0.0399,0.1679,0,22,2,0,0,46,False,2,0,1534.1,1255.12
1777937109.496871,2.546,100.0,19,10,0.0746,0.1916,14,10,0,0,0,20,False,17,0,2615.19,4295.72
1777937139.5095534,3.026,100.0,14,10,0.0297,0.1838,14,10,0,0,0,20,False,17,0,3159.35,4919.72
1777937169.5237863,2.717,100.0,2,10,0.1407,0.1839,14,10,0,0,0,20,False,2,0,2720.8,1472.35
1777937199.536331,4.07,96.77,31,24,0.0579,0.1932,0,24,0,0,0,48,False,44,8,5113.95,10586.62
1777937229.549505,3.825,100.0,19,24,0.1198,0.1636,0,24,0,0,0,48,False,17,0,3804.9,5984.26
1777937259.5627398,3.916,100.0,2,19,0.0162,0.1736,5,16,3,0,0,35,False,6,1,3300.72,4595.0
1777937289.5768187,3.538,100.0,14,12,0.0804,0.1814,12,12,0,0,0,24,False,13,0,3421.81,6306.2
1777937319.5895042,2.989,100.0,21,12,0.1902,0.1863,7,0,12,5,4,437,False,21,0,2876.46,5886.15
1777937349.6024373,4.133,87.5,64,24,0.3563,0.1916,0,24,0,0,0,48,False,59,10,5343.38,10662.36
1777937379.6151824,2.457,95.24,21,24,0.1175,0.1742,0,24,0,0,0,48,False,18,1,2888.52,7266.55
1777937409.6277943,2.256,84.0,25,22,0.0471,0.1693,2,22,0,0,0,44,False,19,0,2230.35,3391.19
1777937439.6429863,3.75,98.18,55,24,0.0519,0.1892,0,18,6,0,0,42,False,46,1,3900.1,8735.61
1777937469.6560023,3.235,100.0,8,24,0.1526,0.177,0,24,0,0,0,48,False,16,0,3468.83,5586.73
1777937499.6696987,3.025,100.0,19,21,0.0669,0.1861,3,21,0,0,0,42,False,17,0,2921.55,4381.88
1777937529.68324,3.476,100.0,21,14,0.0694,0.1928,10,13,1,0,0,27,False,18,0,3480.23,5825.12
1777937559.6974053,4.232,94.12,51,24,0.1032,0.2085,0,24,0,0,0,48,False,44,3,4642.62,10187.02
1777937589.7108579,2.937,100.0,19,24,0.1163,0.1772,0,23,1,0,0,47,False,18,0,2812.03,4652.74
