timestamp,avg_execution_time,throughput,requests,replicas,avg_cpu,avg_mem,cold,idle_on,busy,init_total,init_reserved,nsgd_cost,has_rejection,proxy_requests,proxy_rejections,avg_response_latency_ms,p99_response_latency_ms
1777937619.7262976,3.071,100.0,19,22,0.0134,0.1657,2,22,0,0,0,44,False,18,0,2944.26,6593.54
1777937649.738745,2.264,100.0,19,17,0.0674,0.1894,7,15,2,0,0,32,False,16,0,2267.14,4203.01
1777937679.752386,3.447,100.0,31,16,0.0539,0.1806,4,2,14,4,0,38,False,28,0,3385.9,7091.52
1777937709.7688353,4.224,71.43,21,20,0.3048,0.1816,4,17,3,0,0,37,False,28,5,4836.88,10082.93
1777937739.7813451,3.923,100.0,1,20,0.0788,0.1762,4,19,1,0,0,39,False,7,0,2660.14,3926.93
1777937769.795457,2.334,100.0,18,11,0.0031,0.184,13,9,2,0,0,20,False,16,0,2277.18,3626.0
1777937799.8081262,3.916,100.0,21,20,0.0942,0.1963,4,20,0,0,0,40,False,20,1,3708.94,8151.23
1777937829.8243847,3.259,100.0,39,24,0.0641,0.1507,0,13,11,0,0,37,False,34,0,3288.68,5669.11
1777937859.8404284,2.206,100.0,15,24,0.2311,0.1687,0,21,3,0,0,45,False,24,0,4635.01,8994.07
1777937889.8550935,1.724,90.91,11,19,0.056,0.1773,5,12,7,0,0,31,False,14,1,2093.88,3010.36
1777937919.872096,3.4,100.0,16,17,0.1197,0.1963,7,14,3,0,0,31,False,21,0,3406.93,8467.02
1777937949.8875391,2.557,100.0,4,16,0.1246,0.1924,8,16,0,0,0,32,False,7,0,2971.18,4132.51
1777937979.9009423,3.354,86.67,60,24,0.1394,0.2208,0,20,4,0,0,44,False,53,7,4217.58,10192.16
1777938009.9154778,1.566,100.0,2,24,0.1378,0.1667,0,24,0,0,0,48,False,8,0,3196.66,5300.71
1777938039.9310107,3.129,100.0,18,17,0.0393,0.1874,7,17,0,0,0,34,False,17,0,2977.62,6209.39
1777938069.945315,2.245,100.0,14,12,0.0621,0.1826,12,7,5,0,0,19,False,12,0,2249.7,3344.68
1777938099.9621775,2.958,89.66,29,16,0.2036,0.1827,3,2,14,5,0,43,False,28,3,4180.1,10182.4
1777938129.9788728,5.597,95.0,20,21,0.3406,0.1746,3,16,5,0,0,37,False,29,2,5303.83,10104.12
1777938159.995814,3.06,100.0,8,21,0.1297,0.1697,3,20,1,0,0,41,False,11,0,3149.79,4845.65
1777938190.0103226,3.198,100.0,19,14,0.0326,0.1852,10,13,1,0,0,27,False,17,0,3186.92,8700.45
1777938220.0255399,2.712,100.0,13,10,0.0854,0.1841,14,10,0,0,0,20,False,14,0,2594.26,3565.85
1777938250.039975,3.403,100.0,7,10,0.176,0.184,14,9,1,0,0,19,False,9,0,2959.1,4387.68
1777938280.057936,3.897,86.67,45,23,0.292,0.2371,0,21,2,1,0,49,False,43,5,4398.95,10292.19
1777938310.0735967,3.981,100.0,14,24,0.1653,0.1644,0,24,0,0,0,48,False,16,0,3844.6,6895.5
1777938340.0879383,2.62,84.21,19,21,0.0269,0.1709,3,21,0,0,0,42,False,18,3,3830.49,10066.81
1777938370.103203,3.76,77.78,18,16,0.1575,0.203,8,15,1,0,0,31,False,17,4,5174.46,10274.32
1777938400.1171381,3.537,95.24,42,24,0.1451,0.1873,0,18,6,0,0,42,False,39,2,3930.85,10262.55
1777938430.1298447,2.764,87.5,8,24,0.2244,0.1667,0,22,2,0,0,46,False,12,4,5989.14,10337.65
1777938460.1466012,4.321,100.0,8,14,0.087,0.1802,10,14,0,0,0,28,False,11,0,3865.17,5676.14
1777938490.1601458,2.675,100.0,6,10,0.0227,0.1915,14,9,1,0,0,19,False,5,0,2678.8,4130.97
1777938520.1762977,2.715,100.0,14,9,0.1587,0.1988,15,9,0,0,0,18,False,14,0,2722.89,4993.34
1777938550.191994,2.514,100.0,20,9,0.0665,0.1923,15,9,0,0,0,18,False,17,0,2517.77,4018.91
1777938580.206936,2.686,100.0,6,9,0.0799,0.1904,15,9,0,0,0,18,False,5,0,2690.2,2942.1
1777938610.2204282,4.069,91.49,47,22,0.2923,0.2431,2,22,0,0,0,44,False,42,4,4075.85,10162.62
1777938640.2390087,2.802,100.0,19,22,0.0903,0.1791,2,22,0,0,0,44,False,16,0,2806.38,4629.61
1777938670.2543077,3.067,100.0,15,18,0.0279,0.1739,6,16,2,0,0,34,False,13,0,3071.46,5001.91
1777938700.268067,3.191,100.0,1,14,0.0719,0.1829,10,14,0,0,0,28,False,6,0,3249.35,3901.99
1777938730.2838864,3.446,100.0,19,14,0.1066,0.1941,10,14,0,0,0,28,False,17,0,3345.86,5859.49
1777938760.2986727,3.911,88.24,51,24,0.0572,0.1971,0,24,0,0,0,48,False,44,5,4372.84,10280.73
1777938790.3158212,4.362,100.0,12,24,0.207,0.1681,0,22,2,0,0,46,False,13,0,4143.75,7695.28
1777938820.331359,2.364,87.5,8,19,0.1022,0.1811,5,11,8,0,0,30,False,10,1,2256.4,3209.4
1777938850.3474543,3.279,100.0,15,19,0.1171,0.1846,5,15,4,0,0,34,False,23,0,3045.7,7656.08
1777938880.3614569,2.775,100.0,3,16,0.0909,0.1844,8,16,0,0,0,32,False,8,0,2826.39,4529.54
1777938910.3780508,4.863,82.61,46,24,0.0032,0.1807,0,20,4,0,0,44,False,40,7,5356.59,10121.12
1777938940.3949435,4.813,94.12,17,24,0.2879,0.1735,0,23,1,0,0,47,False,21,4,6089.18,10233.33
1777938970.4102445,3.221,90.0,20,24,0.0557,0.1755,0,23,1,0,0,47,False,18,2,3895.21,10012.63
1777939000.4275608,3.695,93.33,15,19,0.0336,0.1789,5,15,4,0,0,34,False,14,1,3493.48,5528.81
1777939030.4433813,3.322,100.0,2,12,0.1107,0.1892,12,12,0,0,0,24,False,6,2,5975.85,10511.57
1777939060.458483,4.997,66.07,56,24,0.2029,0.2523,0,23,1,0,0,47,False,48,15,6502.52,10578.36
1777939090.4715352,2.819,100.0,14,24,0.1111,0.1591,0,24,0,0,0,48,False,14,0,2767.19,5088.38
1777939120.487531,3.295,82.35,17,23,0.1078,0.1794,1,23,0,0,0,46,False,17,3,4307.55,10056.21
1777939150.5013256,3.211,100.0,19,23,0.0899,0.181,1,23,0,0,0,46,False,18,0,3059.13,5481.58
1777939180.5171723,3.3,83.33,54,24,0.1192,0.2031,0,18,6,0,0,42,False,47,8,4461.86,10317.01
1777939210.5342805,5.194,88.89,9,24,0.182,0.1856,0,24,0,0,0,48,False,13,1,4703.03,7674.4
1777939240.548928,2.459,93.75,16,19,0.003,0.1799,5,18,1,0,0,37,False,16,1,2844.26,4669.0
1777939270.562918,2.623,100.0,10,15,0.0841,0.1855,9,9,6,0,0,24,False,12,0,2747.81,5250.63
1777939300.5766845,4.719,87.5,56,24,0.2865,0.2025,0,24,0,0,0,48,False,52,6,5288.56,10416.69
1777939330.5914793,3.09,94.74,19,24,0.1691,0.1703,0,24,0,0,0,48,False,16,1,3614.34,6435.72
1777939360.6063862,0.0,0.0,1,8,0.003,0.1838,16,2,6,0,0,10,False,2,1,2734.33,1370.78
1777939390.6215682,3.104,95.65,23,12,0.2561,0.1829,12,11,1,0,0,23,False,27,1,3204.44,7150.69
1777939420.6358278,3.148,100.0,12,12,0.1798,0.1859,12,7,5,0,0,19,False,14,0,2818.79,3594.43
1777939450.6502368,4.504,58.14,43,24,0.3378,0.185,0,24,0,0,0,48,False,43,15,5790.31,10397.01
1777939480.6635342,2.742,100.0,12,24,0.0772,0.1683,0,24,0,0,0,48,False,13,0,2538.58,3406.99
1777939510.6770158,3.049,100.0,20,10,0.0201,0.1815,14,10,0,0,0,20,False,18,0,2989.43,5293.13
1777939540.6953986,2.434,100.0,12,10,0.1643,0.1904,14,10,0,0,0,20,False,11,0,2356.37,3705.46
1777939570.7083685,2.565,100.0,10,10,0.2071,0.1818,14,9,1,0,0,19,False,12,0,2342.82,3877.49
1777939600.723103,3.259,93.62,47,24,0.3863,0.1965,0,22,2,0,0,46,False,45,3,3135.83,7373.09
1777939630.7382936,4.298,100.0,8,24,0.1091,0.1719,0,24,0,0,0,48,False,13,0,3414.08,5331.94
1777939660.7521596,2.838,100.0,19,18,0.0748,0.1799,6,18,0,0,0,36,False,17,0,2766.8,6689.05
1777939690.768117,2.719,100.0,20,14,0.0873,0.1964,10,14,0,0,0,28,False,17,0,2725.05,4459.98
1777939720.780658,3.677,93.94,33,24,0.1776,0.2303,0,10,14,0,0,34,False,32,2,3683.48,6932.63
1777939750.7948744,3.481,75.0,28,24,0.1544,0.1792,0,24,0,0,0,48,False,32,8,5575.7,10459.92
1777939780.8078418,2.49,100.0,20,24,0.0908,0.1722,0,24,0,0,0,48,False,17,0,2494.74,4605.29
1777939810.8224916,2.649,100.0,7,15,0.0425,0.1847,9,11,4,0,0,26,False,6,0,2653.51,4120.36
1777939840.836831,2.344,100.0,9,11,0.0439,0.1825,13,11,0,0,0,22,False,12,0,2505.89,3744.74
1777939870.850782,3.047,96.3,27,24,0.1817,0.2219,0,5,19,0,0,29,False,26,1,3051.25,7083.52
1777939900.863547,3.354,66.67,21,24,0.1084,0.1765,0,22,2,0,0,46,False,33,12,6001.86,10506.3
1777939930.8772767,1.963,100.0,7,24,0.0462,0.1802,0,18,6,0,0,42,False,9,0,2608.28,4449.19
1777939960.890607,3.943,100.0,12,21,0.0453,0.1807,3,21,0,0,0,42,False,15,0,3853.56,8588.09
1777939990.9056623,3.717,94.74,19,20,0.1147,0.175,4,19,1,0,0,39,False,16,1,4143.5,10474.52
1777940020.9224691,5.06,79.59,49,24,0.2911,0.1769,0,21,3,0,0,45,False,45,9,5408.63,10206.13
1777940050.9384687,2.905,80.0,15,24,0.0922,0.183,0,24,0,0,0,48,False,17,3,4181.43,10985.79
1777940080.9522686,2.898,100.0,18,15,0.0555,0.2018,9,14,1,0,0,29,False,16,1,3370.53,6681.28
1777940110.9659436,2.043,93.33,15,15,0.1456,0.1952,9,14,1,0,0,29,False,17,2,3001.82,10006.74
1777940140.9786818,5.895,100.0,2,11,0.0543,0.183,13,11,0,0,0,22,False,4,0,4406.66,3677.24
1777940170.9924748,4.765,87.27,55,24,0.3554,0.1753,0,19,5,0,0,43,False,48,6,5160.65,10188.86
1777940201.0058146,3.496,95.24,21,24,0.0558,0.1782,0,21,3,0,0,45,False,25,1,3732.23,8951.43
1777940231.020027,1.751,80.0,5,22,0.0503,0.1768,2,19,3,0,0,41,False,10,2,3674.44,10082.21
1777940261.0335393,2.866,87.5,8,15,0.0245,0.1798,9,15,0,0,0,30,False,13,1,2613.49,2712.39
1777940291.0477526,5.375,75.0,52,24,0.3167,0.1843,0,23,1,0,0,47,False,45,11,6528.24,10505.25
1777940321.064512,3.519,100.0,19,24,0.147,0.1638,0,24,0,0,0,48,False,18,0,3326.99,5413.06
1777940351.0857363,3.777,100.0,20,20,0.1011,0.1914,4,20,0,0,0,40,False,17,0,3782.08,7291.79
1777940381.10258,2.958,100.0,16,18,0.0852,0.1793,6,16,2,0,0,34,False,15,0,2850.98,4494.16
1777940411.1189861,3.595,100.0,3,16,0.0376,0.1757,8,16,0,0,0,32,False,5,0,3133.26,3910.25
1777940441.131794,4.662,98.04,51,24,0.2564,0.1784,0,20,4,0,0,44,False,46,1,4729.51,9116.9
1777940471.1470466,3.348,100.0,12,24,0.0562,0.1655,0,24,0,0,0,48,False,14,0,3282.05,4683.42
1777940501.1606412,2.872,100.0,19,14,0.0936,0.1896,10,13,1,0,0,27,False,17,0,2863.53,4588.81
1777940531.1738431,2.944,100.0,18,13,0.1089,0.2096,11,11,2,0,0,24,False,16,0,3357.68,6182.65
1777940561.1874263,2.143,100.0,4,12,0.0662,0.1823,12,9,3,0,0,21,False,7,0,2497.63,3030.58
1777940591.2001238,4.97,79.17,48,24,0.2959,0.1671,0,20,4,0,0,44,False,47,9,5599.49,10384.75
1777940621.21553,4.915,92.31,13,24,0.0633,0.1607,0,24,0,0,0,48,False,12,1,5095.07,7964.54
1777940651.230923,2.734,94.74,19,20,0.0568,0.1875,4,20,0,0,0,40,False,17,1,2727.58,4802.43
1777940681.2447112,3.038,100.0,20,17,0.1391,0.1849,7,17,0,0,0,34,False,18,0,2959.94,6416.12
1777940711.261409,3.265,96.88,32,21,0.1151,0.2124,0,10,11,3,0,46,False,34,1,3557.46,7838.62
1777940741.276379,3.713,100.0,22,24,0.1521,0.1806,0,23,1,0,0,47,False,28,0,4231.0,8173.47
1777940771.2903001,2.299,100.0,19,24,0.0645,0.1857,0,24,0,0,0,48,False,18,0,2379.2,4485.05
1777940801.3032126,2.229,100.0,19,19,0.0823,0.1897,5,19,0,0,0,38,False,17,0,2434.54,5255.02
1777940831.3196652,2.236,100.0,13,19,0.0302,0.1834,1,1,18,4,0,40,False,14,0,2299.61,3242.07
1777940861.3353229,3.728,76.19,42,23,0.2145,0.1782,1,23,0,0,0,46,False,48,9,4883.94,10409.25
1777940891.3502917,2.424,100.0,3,23,0.0199,0.1733,1,22,1,0,0,45,False,3,0,2427.75,1574.68
1777940921.365002,2.981,100.0,19,18,0.1177,0.1947,6,13,5,0,0,31,False,18,0,2963.58,4270.24
1777940951.3799436,3.85,100.0,14,18,0.0976,0.1805,6,15,3,0,0,33,False,18,0,3369.98,8022.15
1777940981.3946283,4.134,95.31,64,24,0.2586,0.1812,0,24,0,0,0,48,False,60,3,4290.24,10441.69
1777941011.4079306,2.54,100.0,7,24,0.0256,0.1783,0,21,3,0,0,45,False,10,0,2749.11,4167.74
1777941041.4214005,1.878,85.71,7,12,0.0083,0.1837,12,12,0,0,0,24,False,9,1,2982.21,3660.59
1777941071.4351788,3.478,100.0,15,11,0.1633,0.2061,13,8,3,0,0,19,False,14,0,3754.35,6863.36
1777941101.4507105,3.014,100.0,22,19,0.1987,0.2555,5,0,19,0,0,19,False,26,1,3830.54,9091.19
1777941131.4643586,4.192,55.17,29,19,0.1677,0.1678,5,19,0,0,0,38,False,37,12,6780.69,11775.8
1777941161.4779134,2.341,100.0,6,19,0.0456,0.1745,5,8,11,0,0,27,False,9,0,2421.98,3104.33
1777941191.4929864,2.493,100.0,9,19,0.03,0.1778,5,14,5,0,0,33,False,19,0,2779.15,3990.19
1777941221.5056,2.161,100.0,7,19,0.0558,0.175,5,19,0,0,0,38,False,11,1,3382.16,4477.98
1777941251.5203557,3.719,92.5,40,24,0.2948,0.2177,0,21,3,0,0,45,False,41,6,4133.49,10221.61
1777941281.5338178,2.922,83.33,12,24,0.0321,0.1671,0,20,4,0,0,44,False,15,2,3863.49,10092.76
1777941311.5497878,1.876,100.0,2,19,0.009,0.1723,5,19,0,0,0,38,False,6,0,3764.29,5375.2
1777941341.5640087,3.14,100.0,20,17,0.1462,0.1828,7,17,0,0,0,34,False,18,0,3085.69,5591.43
1777941371.5789442,2.286,100.0,15,15,0.0688,0.1802,9,14,1,0,0,29,False,15,0,2228.65,4091.64
1777941401.6150763,3.578,100.0,3,14,0.0357,0.181,10,0,14,0,0,14,False,4,0,3982.68,5185.75
1777941431.6304684,5.13,83.61,61,24,0.2669,0.1781,0,23,1,0,0,47,False,59,9,5616.97,11031.98
1777941461.6439567,2.19,100.0,13,24,0.0539,0.1723,0,22,2,0,0,46,False,15,0,2541.12,4110.29
1777941491.656959,2.702,94.74,19,18,0.0439,0.1884,6,14,4,0,0,32,False,18,1,3021.23,6666.2
1777941521.6767576,3.406,100.0,28,18,0.0878,0.2008,1,4,14,5,0,47,False,35,1,3773.37,9994.98
1777941551.6947527,3.734,81.82,22,23,0.1045,0.1853,1,22,1,0,0,45,False,29,4,5035.02,10172.99
1777941581.7091274,2.824,100.0,8,23,0.0229,0.1837,1,21,2,0,0,44,False,8,0,3404.02,5689.03
1777941611.7246907,3.265,100.0,18,19,0.0623,0.1868,5,13,6,0,0,32,False,20,0,3041.6,4706.28
1777941641.7381213,2.663,100.0,6,19,0.0428,0.18,5,19,0,0,0,38,False,11,0,3133.01,6098.28
1777941671.7509212,4.037,89.29,56,23,0.3599,0.2121,1,17,6,0,0,40,False,51,7,4823.11,10161.93
1777941701.7693934,4.229,85.71,7,23,0.0741,0.182,1,22,1,0,0,45,False,11,1,4300.87,6611.24
1777941731.783762,2.722,100.0,20,18,0.0958,0.1843,6,18,0,0,0,36,False,17,0,2726.36,5253.64
1777941761.7987807,2.436,100.0,14,14,0.0874,0.196,10,12,2,0,0,26,False,15,0,2427.7,3873.42
1777941791.812555,2.263,100.0,3,14,0.0182,0.1835,10,13,1,0,0,27,False,5,0,3245.62,3636.85
1777941821.8273447,4.314,92.45,53,24,0.1971,0.1582,0,23,1,0,0,47,False,48,4,4525.75,10042.46
1777941851.8432977,1.815,100.0,13,24,0.0217,0.1708,0,24,0,0,0,48,False,13,0,1783.16,2145.57
1777941881.856519,2.16,100.0,7,12,0.0458,0.1829,12,11,1,0,0,23,False,10,0,2428.06,3321.11
1777941911.8717315,2.596,100.0,8,12,0.0306,0.1829,12,12,0,0,0,24,False,8,0,2475.68,2961.44
1777941941.8846648,2.532,100.0,19,12,0.1436,0.183,12,12,0,0,0,24,False,16,0,2536.51,3757.4
1777941971.899722,2.877,100.0,9,12,0.072,0.2157,8,2,10,4,0,34,False,15,0,2772.63,4040.07
1777942001.913844,3.981,93.33,30,16,0.1932,0.1814,8,15,1,0,0,31,False,32,2,4315.44,10004.74
1777942031.9285858,3.025,100.0,14,16,0.0671,0.1765,8,14,2,0,0,30,False,13,0,3269.01,6152.27
1777942061.943031,1.942,85.71,7,12,0.0188,0.1827,12,11,1,0,0,23,False,7,2,4402.57,10138.99
1777942091.9566603,2.217,100.0,16,12,0.1524,0.1829,12,12,0,0,0,24,False,14,0,2220.65,3345.24
1777942121.9695473,2.42,100.0,13,12,0.0492,0.1908,12,9,3,0,0,21,False,13,0,2280.78,3422.89
1777942151.982848,2.735,100.0,8,10,0.0904,0.1837,6,0,10,8,1,150,False,9,0,2612.85,3881.91
1777942181.9990773,4.636,80.0,45,24,0.1977,0.1574,0,19,5,0,0,43,False,44,8,5354.96,10322.37
1777942212.0128877,2.36,100.0,12,24,0.0372,0.1662,0,23,1,0,0,47,False,15,0,2440.98,4323.3
1777942242.027196,2.551,100.0,18,20,0.0614,0.1736,4,14,6,0,0,34,False,18,0,2409.96,4042.93
1777942272.040458,3.912,82.35,17,20,0.1468,0.1764,4,20,0,0,0,40,False,18,3,4759.2,10137.31
1777942302.0536196,3.187,100.0,26,20,0.1343,0.2163,0,11,10,3,0,47,False,34,0,3685.23,7870.99
1777942332.070109,3.364,66.67,30,24,0.1593,0.1709,0,23,1,0,0,47,False,29,9,5679.38,10200.49
1777942362.0861301,3.946,100.0,19,24,0.1666,0.1806,0,24,0,0,0,48,False,17,0,3838.09,7223.81
1777942392.101277,2.218,100.0,16,21,0.0779,0.1837,3,21,0,0,0,42,False,17,0,2797.82,4998.64
1777942422.1151907,2.819,100.0,22,20,0.1286,0.2031,4,9,11,0,0,29,False,23,0,2996.75,4297.1
1777942452.1331618,3.325,80.0,20,20,0.1386,0.1725,4,20,0,0,0,40,False,24,4,4713.05,10458.25
1777942482.1464443,2.913,100.0,16,20,0.077,0.1807,4,19,1,0,0,39,False,15,0,3379.21,8094.41
1777942512.1604562,3.312,95.0,20,14,0.1663,0.1874,10,14,0,0,0,28,False,19,1,3868.42,8672.46
1777942542.1729505,3.66,80.0,20,14,0.1953,0.1962,10,10,4,0,0,24,False,21,4,4723.66,10380.27
1777942572.186176,4.303,74.07,54,24,0.2332,0.1842,0,19,5,0,0,43,False,50,12,5565.77,10700.5
1777942602.2004452,3.713,50.0,8,24,0.1018,0.1759,0,23,1,0,0,47,False,8,4,6962.42,10306.3
1777942632.2140458,4.695,88.89,18,20,0.2023,0.1803,4,17,3,0,0,37,False,17,2,5204.66,10005.65
1777942662.2290184,3.484,93.75,16,20,0.1165,0.1763,4,20,0,0,0,40,False,18,1,3757.8,8787.6
1777942692.2439067,4.178,88.46,52,24,0.3067,0.1943,0,24,0,0,0,48,False,45,5,4788.14,10026.44
1777942722.2589195,2.566,88.89,18,24,0.0878,0.1823,0,23,1,0,0,47,False,16,2,3534.94,10006.37
1777942752.271944,2.597,94.74,19,19,0.0884,0.1899,5,19,0,0,0,38,False,18,1,2667.18,4005.53
1777942782.2858074,2.532,100.0,13,11,0.0488,0.2067,13,7,4,0,0,18,False,13,0,2827.65,4406.85
1777942812.298792,2.519,90.0,10,11,0.1741,0.2149,0,0,11,13,1,176,False,17,3,4093.58,10558.94
1777942842.312462,4.652,75.68,37,24,0.1803,0.1739,0,21,3,0,0,45,False,45,13,4963.95,10440.31
1777942872.3266754,1.871,100.0,3,24,0.019,0.165,0,22,2,0,0,46,False,6,0,3010.29,3993.92
1777942902.3411412,2.333,75.0,16,18,0.0955,0.1813,6,18,0,0,0,36,False,18,4,4032.32,10292.43
1777942932.3561692,1.755,100.0,1,14,0.0144,0.1807,10,8,6,0,0,22,False,3,0,2088.01,1999.17
1777942962.369703,3.772,87.5,16,14,0.0822,0.1807,10,13,1,0,0,27,False,15,2,4505.86,10279.98
1777942992.3826594,3.834,91.84,49,24,0.3557,0.1712,0,24,0,0,0,48,False,44,4,4241.76,10014.26
1777943022.3971272,3.419,94.12,17,24,0.0917,0.173,0,24,0,0,0,48,False,16,2,4271.99,10006.47
1777943052.410915,3.953,100.0,3,11,0.0353,0.1888,13,7,4,0,0,18,False,5,0,3066.3,4387.3
1777943082.4242892,5.35,92.86,14,11,0.2409,0.1905,13,10,1,0,0,21,False,15,2,5590.71,10005.08
1777943112.4374208,3.236,100.0,16,11,0.1382,0.2219,13,11,0,0,0,22,False,16,0,3647.09,7797.97
1777943142.4546773,3.307,100.0,3,11,0.0506,0.1941,5,0,11,8,5,551,False,9,0,3204.93,5264.25
1777943172.4719121,4.424,70.91,55,24,0.3447,0.1815,0,24,0,0,0,48,False,54,14,5817.89,10546.84
1777943202.485003,3.303,100.0,12,24,0.0728,0.1731,0,23,1,0,0,47,False,13,0,3039.22,5876.04
1777943232.502135,2.266,100.0,10,18,0.0282,0.1722,6,16,2,0,0,34,False,12,1,2818.9,4969.43
1777943262.5153508,3.511,70.0,10,16,0.113,0.1865,8,16,0,0,0,32,False,11,3,5628.28,10161.72
1777943292.5280848,2.478,100.0,14,24,0.0551,0.2039,0,3,21,0,0,27,False,18,0,3134.34,5196.68
1777943322.5421176,4.842,83.33,24,24,0.1081,0.1806,0,20,4,0,0,44,False,34,3,5020.41,10342.99
1777943352.5554304,4.549,100.0,12,24,0.0992,0.1758,0,22,2,0,0,46,False,12,0,4159.57,8284.26
1777943382.5681365,5.406,100.0,19,11,0.2875,0.1952,13,11,0,0,0,22,False,16,0,5410.76,9086.3
1777943412.581499,1.883,100.0,8,11,0.0242,0.1889,13,7,4,0,0,18,False,11,0,2150.81,3791.4
1777943442.5944362,3.405,100.0,8,11,0.0889,0.1976,0,0,11,13,13,1576,True,17,0,3353.84,5038.74
1777943472.6161551,4.847,60.0,55,24,0.3429,0.1962,0,24,0,0,0,48,False,51,19,6732.09,10448.61
1777943502.6297297,3.428,100.0,2,24,0.0396,0.1659,0,24,0,0,0,48,False,2,0,3432.68,1569.46
1777943532.644277,4.116,95.0,20,14,0.2245,0.2068,10,12,2,0,0,26,False,18,1,4646.23,8998.26
1777943562.6571255,4.758,100.0,18,14,0.2345,0.1919,10,14,0,0,0,28,False,18,0,4368.04,8804.44
1777943592.672648,3.515,100.0,18,24,0.0701,0.2066,0,11,13,0,0,35,False,31,2,4810.93,10010.77
1777943622.6853907,4.397,76.92,26,24,0.1414,0.1652,0,24,0,0,0,48,False,30,7,6322.33,10230.53
1777943652.6997833,3.989,88.89,18,24,0.0533,0.1747,0,24,0,0,0,48,False,18,2,4796.45,10007.86
1777943682.713387,2.236,100.0,12,23,0.0273,0.1745,1,18,5,0,0,41,False,12,0,2276.09,3329.21
1777943712.7273126,4.265,66.67,3,23,0.0411,0.1955,1,4,19,0,0,27,False,12,2,3924.41,10005.2
1777943742.7423468,4.754,84.21,38,23,0.1988,0.1837,1,23,0,0,0,46,False,40,5,5095.48,10363.23
1777943772.7559304,3.318,100.0,19,23,0.1464,0.178,1,23,0,0,0,46,False,16,0,3322.11,6898.47
1777943802.7693257,2.577,100.0,7,15,0.0612,0.1972,9,12,3,0,0,27,False,9,0,3019.08,3678.8
1777943832.7826545,4.306,75.0,16,15,0.0979,0.1994,9,11,4,0,0,26,False,22,6,5677.15,10505.83
1777943862.7948127,4.593,80.0,5,15,0.1229,0.1815,9,14,1,0,0,29,False,8,1,4901.59,7759.94
1777943892.8083572,4.224,93.75,48,15,0.3866,0.2131,9,11,4,0,0,26,False,42,3,4646.38,10243.22
1777943922.8205905,3.748,100.0,19,15,0.1519,0.1858,9,15,0,0,0,30,False,18,0,3689.78,6167.17
1777943952.834031,3.25,100.0,19,15,0.1339,0.1859,9,15,0,0,0,30,False,17,0,3290.99,7003.37
1777943982.849553,3.974,75.0,16,14,0.194,0.2065,10,11,3,0,0,25,False,14,4,5720.08,10111.49
1777944012.8628445,5.381,50.0,4,13,0.0769,0.1892,11,10,3,0,0,23,False,5,2,8167.62,10128.23
1777944042.8753507,4.397,68.0,50,24,0.4203,0.1966,0,24,0,0,0,48,False,46,14,6078.54,10427.81
1777944072.8884397,3.608,88.24,17,24,0.1409,0.1706,0,24,0,0,0,48,False,15,2,4476.98,10006.23
1777944102.9012673,2.457,100.0,3,18,0.0241,0.1913,6,15,3,0,0,33,False,9,1,3919.08,5847.04
1777944132.9156191,1.709,33.33,12,12,0.0845,0.2,12,8,4,0,0,20,False,15,7,5843.83,10244.13
1777944162.9286864,4.31,85.71,14,12,0.1589,0.1886,12,6,6,0,0,18,False,14,2,4779.13,10006.06
1777944192.9475136,3.94,77.78,54,24,0.3828,0.182,0,22,2,0,0,46,False,49,10,4933.39,10171.54
1777944222.9616573,4.987,100.0,16,24,0.0559,0.1733,0,19,5,0,0,43,False,21,0,4297.5,8423.02
1777944252.977178,5.205,100.0,8,24,0.0448,0.1743,0,24,0,0,0,48,False,9,0,4922.27,5969.41
1777944282.9902844,3.995,71.43,21,19,0.1864,0.1876,5,19,0,0,0,38,False,18,5,5756.19,10539.66
1777944313.003283,4.135,80.65,31,24,0.2177,0.2127,0,15,9,0,0,39,False,35,9,5279.44,10723.44
1777944343.0156958,5.152,64.29,28,24,0.2398,0.1952,0,24,0,0,0,48,False,26,10,7090.27,10305.63
1777944373.0291092,3.092,100.0,2,24,0.0787,0.1658,0,23,1,0,0,47,False,4,0,2637.8,2672.15
1777944403.0424957,3.16,100.0,16,12,0.0694,0.1833,12,12,0,0,0,24,False,15,0,3067.77,4089.49
1777944433.0550063,3.488,90.48,21,12,0.2834,0.2026,12,12,0,0,0,24,False,19,2,4115.27,10112.35
1777944463.0714788,4.465,76.0,50,24,0.3423,0.1764,0,14,10,0,0,38,False,43,11,5516.35,10817.5
1777944493.084998,3.767,71.43,14,24,0.079,0.1709,0,24,0,0,0,48,False,19,4,4641.55,10089.1
1777944523.0994716,4.887,83.33,18,24,0.1646,0.1806,0,23,1,0,0,47,False,16,3,5901.0,10163.72
1777944553.1127415,3.98,93.75,16,19,0.1808,0.1921,5,17,2,0,0,36,False,17,1,4889.86,9811.6
1777944583.128343,3.16,93.75,16,19,0.0472,0.1925,1,5,14,4,0,44,False,24,1,3642.41,5569.85
1777944613.1496644,4.177,53.85,26,23,0.1411,0.1803,1,20,3,0,0,43,False,24,10,6661.06,11378.44
1777944643.1623883,2.556,82.35,17,23,0.0871,0.1744,1,22,1,0,0,45,False,15,3,4119.95,10378.76
1777944673.176474,3.855,90.48,21,21,0.1255,0.1809,3,21,0,0,0,42,False,19,2,4815.56,10005.81
1777944703.1893172,3.124,95.0,20,19,0.1175,0.1794,5,18,1,0,0,37,False,17,1,2995.54,5304.99
